-1.532028039,-0.810607954,-0.872635999,0,0,-0.728876618,-0.706770075,-0.601020666,-5.757453603,-2.433955141,-0.728495276,-0.709805063,-0.60109866,-5.841872814,-3.153657939,-0.728992947,-0.708300448,-0.60110906,-5.71993635,-0.745797659
-1.303125738,-0.95516245,-0.986135178,-1.69803294,-0.02586658,-0.728953392,-0.708398079,-0.60107786,-5.788006939,-3.683166121,-0.727821772,-0.708915443,-0.600868187,-5.905577789,-3.789146635,-0.728816139,-0.708256078,-0.601122927,-5.918386291,-0.648683072
-1.648315759,-1.034588496,-1.084013235,-1.50823502,-0.250248229,-0.728588256,-0.706876207,-0.600953084,-5.807034115,-4.679050285,-0.72738803,-0.707887979,-0.600795431,-5.782853094,-4.479224416,-0.728690556,-0.706686071,-0.601022399,-5.88824364,-0.64916879
-1.825033571,-1.093230342,-1.145235003,-1.196320331,-1.053027777,-0.728746366,-0.706703755,-0.600970412,-5.717745052,-5.028108409,-0.728104981,-0.709827327,-0.601159331,-5.855260823,-5.066950771,-0.728897555,-0.70672586,-0.601025865,-5.766034793,-0.740745472
-1.883714444,-1.129380757,-1.188825963,-1.198861888,-1.651348619,-0.728997601,-0.70831376,-0.60111946,-5.720629682,-4.931862396,-0.728137492,-0.708271607,-0.601074393,-5.909865444,-5.685542877,-0.728972006,-0.708358136,-0.601079593,-5.780651283,-0.656398429
-1.919871578,-1.158674323,-1.228724206,-1.276836693,-2.215340635,-0.728813813,-0.708309323,-0.601105593,-5.915505942,-4.593558612,-0.72813517,-0.708304885,-0.600908034,-5.790924864,-6.338113519,-0.72859988,-0.706838616,-0.600953084,-5.810933801,-0.673653896
-1.959512379,-1.18534561,-1.26288611,-1.324397611,-0.174927824,-0.728674279,-0.706772285,-0.601020666,-5.888132853,-4.379621349,-0.727979603,-0.709716019,-0.600939222,-5.843844739,-7.001365394,-0.728757994,-0.706688282,-0.600982541,-5.714638505,-0.749099612
-2.002572547,-1.201310691,-1.282913941,-1.372416027,-0.546953944,-0.728862661,-0.706739124,-0.601022399,-5.765583962,-4.230345051,-0.727807848,-0.708058685,-0.600901104,-5.896138149,-7.630457617,-0.729011563,-0.708264951,-0.60112466,-5.726124072,-0.745381842
-2.049985839,-1.209519905,-1.298755914,-1.403965102,-1.210889088,-0.728955719,-0.708315979,-0.601069194,-5.781217747,-5.861732047,-0.728276854,-0.707938962,-0.600984274,-5.772105586,-8.2794248,-0.728832421,-0.708271607,-0.60111426,-5.908417448,-0.649075862
-2.096587127,-1.217291659,-1.311495641,-1.441735549,-1.776688407,-0.728606854,-0.706873996,-0.600954816,-5.812848869,-5.67964389,-0.728465063,-0.709397836,-0.601012001,-5.814656198,-8.279428106,-0.728688231,-0.706741335,-0.601025865,-5.89365269,-0.649174599
-2.12998901,-1.219016992,-1.320030935,-1.538220938,-2.357154773,-0.72876032,-0.706778918,-0.600982541,-5.713191118,-5.24864544,-0.727951746,-0.707894628,-0.600887244,-5.878932833,-8.279425627,-0.728874292,-0.706714807,-0.601025865,-5.757028962,-0.740678536
-2.134506342,-1.219744631,-1.316572895,-1.548480669,-2.960110202,-0.728992947,-0.708311541,-0.601110793,-5.72811427,-9.899622561,-0.728035322,-0.707739497,-0.600869919,-5.76807189,-8.279390918,-0.728967352,-0.708287136,-0.601074393,-5.791814028,-0.656242929
-2.102167355,-1.210059875,-1.286786755,-1.582893833,-3.614454496,-0.728813813,-0.708242767,-0.601112526,-5.907546048,-7.198079972,-0.728381404,-0.709202147,-0.601041463,-5.805452359,-8.27928846,-0.728620803,-0.706843038,-0.60096348,-5.807337782,-1.243013403
-2.046349016,-1.199086434,-1.217167047,-1.612718761,-3.646849602,-0.729619334,-0.661284601,-0.593648907,-5.894156133,-10.33194692,-0.72823504,-0.707752792,-0.600871652,-5.860583778,-8.278790561,-0.728774274,-0.706750178,-0.60098774,-5.718384931,-1.515683074
-1.891962945,-1.144388181,-1.080280881,-1.638219297,-4.304233849,-0.7275573,-0.704549461,-0.597382728,-5.686998013,-11.08365398,-0.728276854,-0.707704046,-0.600826611,-5.75513432,-8.275983145,-0.724760074,-0.695108969,-0.596222526,-5.718396285,-2.046610027
-1.640316263,-1.006195767,-0.894663568,-1.660701632,-1.931528415,-0.73159756,-0.70723017,-0.594925266,-5.740301024,-11.08365398,-0.728334934,-0.709119895,-0.60091843,-5.803042181,-8.254466942,-0.728727762,-0.7081363,-0.60107266,-5.927860437,-2.953555565
-1.393774536,-0.909283552,-0.783261576,-1.713734446,-2.852936138,-0.729950357,-0.706279548,-0.59590898,-5.775808914,-11.08365398,-0.728109625,-0.707537909,-0.600908034,-5.822022216,-8.181158083,-0.728671954,-0.706721439,-0.601012001,-5.863063924,-3.888236924
-1.145399467,-0.798469057,-0.706038907,-1.863853588,-3.786519432,-0.730627173,-0.707300997,-0.596673538,-5.771953998,-11.08365398,-0.728355845,-0.707440472,-0.600902837,-5.747926487,-7.906039284,-0.728885923,-0.706730282,-0.601010268,-5.752375291,-4.787543376
-0.953251279,-0.731082868,-0.662470858,-1.985026083,-4.727937819,-0.728781251,-0.706876207,-0.597332892,-5.804321701,-11.08365398,-0.72848598,-0.708955437,-0.600982541,-5.755082427,-7.298965065,-0.728967352,-0.708344823,-0.601076127,-5.768153369,-5.478213575
-0.83918945,-0.69577668,-0.641149909,-2.065836489,-5.670183284,-0.727137724,-0.705020419,-0.596750754,-5.750786962,-11.08365398,-0.727844978,-0.706166938,-0.600528766,-5.823703224,-0.140292027,-0.728602204,-0.706829771,-0.600958282,-5.805205469,-5.64973841
-0.780858376,-0.681206495,-0.628560836,-2.174673217,-6.606572219,-0.726931562,-0.705531569,-0.598094799,-5.75251037,-11.08365398,-0.728283823,-0.707367408,-0.60085606,-5.745466424,-0.277261629,-0.728767297,-0.706690492,-0.600984274,-5.712576764,-3.449958862
-0.758588012,-0.684636412,-0.624380275,-2.178232389,-7.475052434,-0.726126383,-0.70365736,-0.599467191,-5.80902714,-11.08365398,-0.728553386,-0.708844353,-0.60097561,-5.810450736,-0.277593977,-0.729016217,-0.708282699,-0.60111946,-5.711008948,-4.271009449
-0.74924099,-0.676271572,-0.61840845,-2.016016232,-7.562633181,-0.726790317,-0.704246029,-0.600876849,-5.757200258,-11.08365398,-0.728300085,-0.707338629,-0.600852595,-5.822723289,-0.34188553,-0.728834747,-0.708269388,-0.601117727,-5.899367578,-4.125650984
-0.74979964,-0.676469463,-0.620275803,-2.321463412,-6.918098474,-0.728390699,-0.706955824,-0.601605089,-5.736013797,-11.08365345,-0.728393022,-0.707270009,-0.60085606,-5.746683807,-0.517397935,-0.728692881,-0.706732492,-0.601031065,-5.875482733,-4.548978473
-0.751352506,-0.680704434,-0.619618693,-2.769990705,-6.255453557,-0.729160516,-0.707801543,-0.601433322,-5.916010326,-11.08365293,-0.72856036,-0.708797705,-0.600979076,-5.751825582,-0.922152637,-0.728874292,-0.706694913,-0.601027599,-5.750029164,-4.266173023
-0.747591196,-0.682509142,-0.61812354,-3.178579498,-5.54533499,-0.728658003,-0.706834193,-0.60086299,-5.882758542,-11.0836524,-0.728362815,-0.707347484,-0.600892441,-5.806143842,-0.876337792,-0.728972006,-0.708291573,-0.60108306,-5.790308087,-2.207843734
-0.744001865,-0.682331468,-0.616930035,-3.466973158,-6.308959197,-0.727979603,-0.70691159,-0.600608402,-5.765556117,-11.08365187,-0.728578957,-0.707336415,-0.600895906,-5.72682273,-0.382109952,-0.728613829,-0.706798816,-0.600958282,-5.808834137,-2.595188512
-0.741350747,-0.684934853,-0.614493822,-3.752989628,-7.273307014,-0.728170006,-0.708489072,-0.600875117,-5.792338709,-11.08364872,-0.728771948,-0.708928774,-0.601015467,-5.741753135,-0.537452271,-0.728767297,-0.706739124,-0.600984274,-5.717754121,-3.218817123
-0.742554231,-0.685336601,-0.616373108,-4.020386532,-7.520525466,-0.72859988,-0.707062002,-0.600946153,-5.807862036,-11.08364608,-0.728497601,-0.707473687,-0.600927093,-5.779196551,-1.323282619,-0.728999928,-0.708284918,-0.601115993,-5.717824418,-1.939559036
-0.744754036,-0.690308099,-0.617359895,-4.301129026,-6.83980768,-0.728906861,-0.707258942,-0.600914965,-5.723450886,-11.08364292,-0.728813813,-0.708937662,-0.601086526,-5.803221583,-1.030355351,-0.728823117,-0.708198403,-0.60110906,-5.914638056,-2.481159804
-0.748768284,-0.690578514,-0.620672723,-4.575657484,-6.194543321,-0.728653353,-0.708924331,-0.600857793,-5.719448945,-11.08363503,-0.718916612,-0.655827877,-0.566062239,-5.80353917,-0.655260037,-0.728709159,-0.706721439,-0.601050129,-5.891692111,-3.062292083
-0.747358102,-0.692174622,-0.619338411,-4.821526666,-5.523603173,-0.728304731,-0.708726634,-0.600951351,-5.924288841,-11.08361239,-0.727436718,-0.704947762,-0.597322582,-5.688032222,-0.901681684,-0.728890576,-0.70672586,-0.601018933,-5.768115174,-2.967030883
-0.74453693,-0.689209009,-0.616922844,-5.056508947,-4.819060227,-0.728613829,-0.707046516,-0.601018933,-5.891005629,-11.08358975,-0.731431388,-0.707575561,-0.594901342,-5.700168137,-1.418973587,-0.728969679,-0.708335947,-0.60108306,-5.780030594,-2.574612525
-0.743087514,-0.694517502,-0.61289505,-5.301469724,-4.176885876,-0.729060433,-0.7071151,-0.601031065,-5.771753674,-11.08356395,-0.729985339,-0.7080986,-0.596051162,-5.911474108,-1.97613872,-0.728602204,-0.706823138,-0.60096348,-5.812005762,-2.448750116
-0.738848991,-0.693594275,-0.610660233,-5.538032017,-3.720752955,-0.728890576,-0.7087866,-0.60096348,-5.78367836,-11.08346867,-0.73044036,-0.706047736,-0.596596336,-5.850192986,-2.079311206,-0.728771948,-0.706692703,-0.600989473,-5.715666288,-2.28931918
-0.733067786,-0.693527792,-0.609580703,-5.74657718,-7.23545775,-0.728223426,-0.707161567,-0.600807557,-5.81371624,-11.08335658,-0.728874292,-0.70729657,-0.597350076,-5.743924792,-1.216032853,-0.729018544,-0.708287136,-0.601117727,-5.725262708,-2.064922707
-0.729428295,-0.689525483,-0.609082548,-5.855307506,-6.646393403,-0.728565009,-0.70697573,-0.600980809,-5.715406859,-11.08325609,-0.727149309,-0.707037667,-0.596803956,-5.7682909,-1.018593239,-0.728830095,-0.708262733,-0.601117727,-5.907763734,-1.714345942
-0.728730087,-0.694212405,-0.609789321,-6.051762646,-5.927389872,-0.729060433,-0.708540126,-0.601159331,-5.726161058,-11.0829679,-0.726526472,-0.704358142,-0.597879679,-5.822697303,-0.910267935,-0.728692881,-0.70672365,-0.601032798,-5.896980084,-1.524604872
-0.729127928,-0.693227676,-0.608269415,-6.115732112,-5.162425449,-0.728804509,-0.708566765,-0.60107266,-5.909311747,-11.08218529,-0.726235041,-0.704002118,-0.599489641,-5.740425232,-0.5957463,-0.728874292,-0.706637445,-0.601008535,-5.757031444,-3.968397661
-0.7338083,-0.695951316,-0.60762845,-6.170868692,-4.413721086,-0.728427879,-0.707002273,-0.600927093,-5.897110284,-11.08132238,-0.726908404,-0.706208888,-0.600992939,-5.756319671,-0.537302592,-0.728985967,-0.708318197,-0.601096926,-5.790699505,-3.312537035
-0.733540159,-0.687010688,-0.605147482,-6.339820642,-8.392742331,-0.728637078,-0.706935918,-0.600992939,-5.760275196,-11.08049201,-0.728072472,-0.705765312,-0.60145067,-5.778784044,-0.642164214,-0.728609179,-0.706840827,-0.600951351,-5.809164252,-3.096545901
-0.728091048,-0.690265529,-0.600940955,-6.091745057,-7.737724562,-0.728941759,-0.708531247,-0.60110906,-5.788479003,-11.07700015,-0.729235012,-0.7080986,-0.601448935,-5.842525099,-1.102207469,-0.728764971,-0.706730282,-0.600984274,-5.717187628,-2.933785925
-0.725886044,-0.695188609,-0.603147087,-5.731295689,-6.911254554,-0.728630103,-0.707077488,-0.600947885,-5.809301408,-11.07328003,-0.728567334,-0.707181483,-0.600795431,-5.853323239,-1.246452176,-0.728995274,-0.708264951,-0.601121193,-5.719301009,-2.721763288
